"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","DURATA","Durata della disoccupazione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD2","Provincia Autonoma Trento","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",5.395301,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",4.320434,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",4.808676,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",4.041406,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",4.402261,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",4.032507,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",4.472601,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",3.548012,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",3.530466,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",5.434321,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",5.375584,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",7.354689,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",7.928033,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",7.683772,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",7.38375,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",6.399019,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",7.529995,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",6.242316,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",7.337737,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",7.795153,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",8.731267,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",5.648959,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",6.178948,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",5.624928,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",5.725411,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",5.058531,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",5.791766,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",4.701659,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",5.200345,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",6.438242,,
"ITD3","Veneto","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",6.831059,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",4.679958,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",4.330653,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",5.000503,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",4.702836,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",4.675652,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",4.203959,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",3.772423,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",4.383772,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",4.376555,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",4.28035,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",7.926385,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",9.222772,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",6.958389,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",8.566097,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",7.014173,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",7.437662,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",7.642942,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",8.224504,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",7.094561,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",6.79511,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",6.117857,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",6.466975,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",5.863004,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",6.433258,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",5.719657,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",5.642645,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",5.47335,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",6.107956,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",5.571445,,
"ITD4","Friuli-Venezia Giulia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",5.41535,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",4.642107,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",5.253011,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",3.548079,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",5.523899,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",4.234481,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",4.755345,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",3.963604,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",4.308974,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",5.602185,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",5.152545,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",6.613564,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",7.14873,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",6.288051,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",6.444192,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",6.577817,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",6.88559,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",5.363137,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",6.993232,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",7.983212,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",7.144657,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",5.543042,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",6.11843,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",4.804425,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",5.943584,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",5.305069,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",5.719074,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",4.585196,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",5.531419,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",6.68251,,
"ITD5","Emilia-Romagna","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",6.061206,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",7.912146,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",9.386823,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",8.372545,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",7.281787,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",6.593174,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",7.320587,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",5.311894,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",7.460135,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",8.454926,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",8.000781,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",9.567499,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",10.651609,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",9.525244,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",10.018524,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",8.076193,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",8.886688,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",6.682836,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",9.434611,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",10.101969,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",9.243007,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",8.65709,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",9.955281,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",8.892855,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",8.508759,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",7.261849,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",8.018409,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",5.920325,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",8.343502,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",9.191669,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",8.552013,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",5.928064,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",6.807758,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",6.228017,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",5.272729,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",5.399229,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",5.686639,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",4.565892,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",5.902813,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",6.047032,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",6.215745,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",7.724468,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",8.803978,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",8.178795,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",7.27557,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",6.637113,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",7.739795,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",6.611835,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",7.746631,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",7.812572,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",8.74334,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019","2019",6.749556,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q1","T1-2019",7.716215,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q2","T2-2019",7.128092,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q4","T4-2019",6.179488,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2019-Q3","T3-2019",5.96848,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020","2020",6.618514,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q2","T2-2020",5.486845,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q1","T1-2020",6.733526,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q3","T3-2020",6.854342,,
"ITE1","Toscana","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","TOTAL","totale","2020-Q4","T4-2020",7.372094,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019","2019",5.10462,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q1","T1-2019",5.655849,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q2","T2-2019",5.12883,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q4","T4-2019",4.79452,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q3","T3-2019",4.840711,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020","2020",4.329934,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020-Q2","T2-2020",3.526903,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020-Q1","T1-2020",4.563679,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020-Q3","T3-2020",4.614738,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020-Q4","T4-2020",4.593031,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019","2019",6.18846,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q1","T1-2019",6.401136,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q2","T2-2019",6.12924,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q4","T4-2019",6.47904,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q3","T3-2019",5.739792,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020","2020",5.252345,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020-Q2","T2-2020",3.859697,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020-Q1","T1-2020",5.61078,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020-Q3","T3-2020",5.808642,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2020-Q4","T4-2020",5.677522,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019","2019",5.568579,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q1","T1-2019",5.975407,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q2","T2-2019",5.557762,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q4","T4-2019",5.517227,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y_GE15","15 anni e più","M_GE12","12 mesi e più","2019-Q3","T3-2019",5.22344,,
